 Writing video to: /home/p06lab/PHYS/AnimatedDrawings/video.gif
Render time: 8.05 seconds
         3171071 function calls (2964902 primitive calls) in 8.056 seconds

   Ordered by: cumulative time
   List reduced from 5619 to 1000 due to restriction <1000>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/_vendor/importlib_resources/_common.py:1(<module>)
     4919    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/shapely/geos.py:607(errcheck_predicate)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/skimage/_shared/version_requirements.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/optimize/_linprog_ip.py:1(<module>)
      614    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/compat/_inspect.py:65(getargs)
     2868    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/PIL/Image.py:483(__init__)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/sklearn/_loss/__init__.py:1(<module>)
      204    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/__init__.py:767(add)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/stats/_mannwhitneyu.py:1(<module>)
        5    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/sparse/_base.py:348(asformat)
      124    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1590(path_hook_for_FileFinder)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/raw/GL/VERSION/GL_2_0.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/email/header.py:5(<module>)
     5227    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/scanner.py:279(stale_possible_simple_keys)
        5    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/sparse/_coo.py:372(tocsr)
      230    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/sre_parse.py:96(closegroup)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/optimize/_optimize.py:20(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/stats/_hypotests.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/_docscrape.py:112(NumpyDocString)
     4919    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/shapely/impl.py:56(__getitem__)
     16/1    0.000    0.000    0.001    0.001 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/animated_drawing.py:66(_update_positions)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/raw/GL/VERSION/GL_3_0.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/animated_drawing.py:446(_load_mask)
        5    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/constructor.py:54(construct_document)
      252    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/_docscrape.py:78(read_to_next_empty_line)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/argparse.py:4(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/ctypes/__init__.py:1(<module>)
       58    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/typing.py:496(__init__)
      169    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/PIL/Image.py:2980(frombuffer)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/optimize/_nonlin.py:4(<module>)
     1026    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/sparse/_compressed.py:1111(sum_duplicates)
        5    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/sparse/_coo.py:266(_check)
     1522    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/PIL/ImagePalette.py:36(__init__)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/tqdm/std.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/interpolate/_fitpack_py.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/textwrap.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/psutil/_pslinux.py:1732(Process)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/lib/npyio.py:1(<module>)
      121    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/__init__.py:1743(_fn)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/raw/GL/VERSION/GL_4_5.py:1(<module>)
       50    0.000    0.000    0.001    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/joint.py:15(__init__)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/GL/VERSION/GL_1_4.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/sklearn/svm/_classes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/calendar.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/subprocess.py:10(<module>)
        6    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/_threadsafety.py:52(decorator)
      268    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/_docscrape.py:168(_is_at_section)
       17    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(nonzero)
        2    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/sklearn/decomposition/_pca.py:384(fit)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/getlimits.py:158(_register_known_types)
       10    0.000    0.000    0.001    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/retargeter.py:258(compute_orientations)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/joblib/externals/loky/backend/context.py:12(<module>)
      339    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/ctypes/__init__.py:383(__getattr__)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/typing.py:1(<module>)
       17    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1892(nonzero)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/_methods.py:1(<module>)
        6    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/_threadsafety.py:41(decorate)
     9453    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
      857    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/scanner.py:135(get_token)
      340    0.001    0.000    0.001    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/vectors.py:138(__sub__)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/sklearn/utils/_estimator_html_repr.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/pydoc.py:2(<module>)
        2    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/sklearn/decomposition/_pca.py:445(_fit)
     1183    0.001    0.000    0.001    0.000 {method 'argmax' of 'numpy.ndarray' objects}
      322    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/composer.py:88(compose_scalar_node)
       49    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/typing.py:818(__getitem_inner__)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/sklearn/_loss/loss.py:1(<module>)
      114    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/__init__.py:1659(_get_metadata_path)
       14    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/hashlib.py:123(__get_openssl_constructor)
      513    0.001    0.000    0.001    0.000 {method 'asArray' of 'OpenGL_accelerate.arraydatatype.ArrayDatatype' objects}
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/GL/KHR/debug.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/fft/__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/stats/contingency.py:1(<module>)
2055/1227    0.000    0.000    0.001    0.000 {built-in method builtins.hash}
       34    0.000    0.000    0.001    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/box.py:13(__init__)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/defchararray.py:1(<module>)
       16    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/inspect.py:606(getdoc)
        7    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/optimize/_nonlin.py:1516(_nonlin_wrapper)
     1412    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
      408    0.001    0.000    0.001    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/transform.py:93(set_position)
      699    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/ctypes/__init__.py:506(cast)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/_vendor/importlib_resources/abc.py:1(<module>)
     1026    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/sparse/_sputils.py:362(is_pydata_spmatrix)
       17    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/dataclasses.py:537(_repr_fn)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/fft/_helper.py:1(<module>)
     9170    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/reader.py:87(peek)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/lib/scimath.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/stats/qmc.py:2(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/tqdm/std.py:846(__init__)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/lib/function_base.py:1(<module>)
       54    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/_typing/_generic_alias.py:177(__getitem__)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/textwrap.py:17(TextWrapper)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/sklearn/externals/_packaging/version.py:1(<module>)
      388    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/typing.py:172(_collect_type_vars)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/packaging/version.py:4(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/_typing/_char_codes.py:1(<module>)
       93    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/raw/GL/VERSION/GL_2_0.py:12(_f)
     1117    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:516(_check_name_wrapper)
     9453    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/sklearn/decomposition/_nmf.py:1(<module>)
     9306    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
        6    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/dataclasses.py:548(_frozen_get_del_attr)
      203    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(array_equal)
        6    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/getlimits.py:34(__init__)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/sklearn/preprocessing/_data.py:11(<module>)
        3    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/GL/VERSION/GL_2_0.py:442(glVertexAttribPointer)
     2625    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/sparse/_compressed.py:108(getnnz)
        7    0.000    0.000    0.001    0.000 {method 'zeros' of 'OpenGL_accelerate.arraydatatype.ArrayDatatype' objects}
      337    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/PIL/ImagePalette.py:67(copy)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/multiprocessing/__init__.py:15(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/sparse/linalg/_dsolve/__init__.py:1(<module>)
       21    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/arrayprint.py:1571(_array_str_implementation)
      513    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/sparse/_csr.py:333(isspmatrix_csr)
      410    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/genericpath.py:39(isdir)
     2031    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/wrapper.py:91(__getattr__)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/optimize/_linprog_highs.py:1(<module>)
      208    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/_vendor/packaging/version.py:232(__str__)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/configparser.py:560(RawConfigParser)
       31    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/typing.py:878(__class_getitem__)
      169    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/PIL/Image.py:397(_getencoder)
       17    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/dataclasses.py:573(_cmp_fn)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/raw/GL/VERSION/GL_4_3.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/raw/GL/VERSION/GL_4_1.py:1(<module>)
       16    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/_docscrape.py:349(_parse_summary)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/_threadsafety.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/GL/pointers.py:130(<listcomp>)
     1386    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:800(find_spec)
      462    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/inspect.py:493(unwrap)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/optimize/_linprog_util.py:1(<module>)
       21    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/arrayprint.py:506(wrapper)
       30    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/GL/pointers.py:101(wrapPointerFunction)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/PIL/ImageOps.py:20(<module>)
   608/16    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/copy.py:128(deepcopy)
     1122    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:35(_new_module)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/html/__init__.py:1(<module>)
      122    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/raw/GL/VERSION/GL_4_5.py:12(_f)
     2172    0.001    0.000    0.001    0.000 {method 'flatten' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/stats/_distn_infrastructure.py:5(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/json/decoder.py:1(<module>)
     1006    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/enum.py:417(__setattr__)
      170    0.001    0.000    0.001    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/retargeter.py:340(<dictcomp>)
        2    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/sklearn/decomposition/_pca.py:491(_fit_full)
       10    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/ma/extras.py:234(__init__)
     9601    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/lib/function_base.py:867(_copy_dispatcher)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/sklearn/svm/_base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/constructor.py:171(SafeConstructor)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/joblib/numpy_pickle.py:1(<module>)
       10    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/ma/extras.py:238(getdoc)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/GL/VERSION/GL_3_0.py:1(<module>)
       23    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/tqdm/utils.py:341(disp_trim)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/sparse/linalg/_eigen/arpack/__init__.py:1(<module>)
     4013    0.001    0.000    0.001    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
    32/16    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/copy.py:226(_deepcopy_dict)
     6509    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/multiarray.py:152(concatenate)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/PIL/ExifTags.py:20(Base)
    76/68    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/constructor.py:410(construct_yaml_map)
     7941    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/multiarray.py:740(dot)
       13    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/enum.py:500(<listcomp>)
       48    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/enum.py:200(<setcomp>)
        1    0.001    0.001    0.001    0.001 {built-in method posix.read}
       15    0.000    0.000    0.001    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/transform.py:110(get_local_position)
       76    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/_docscrape.py:553(dedent_lines)
  419/399    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/constructor.py:67(construct_object)
      124    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1459(__init__)
     1026    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/sparse/_compressed.py:1081(__get_has_canonical_format)
        5    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/skimage/_shared/utils.py:162(docstring_add_deprecated)
     3304    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/sre_parse.py:249(match)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/uarray.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/fft/_pocketfft/__init__.py:1(<module>)
      513    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/sparse/_data.py:30(_deduped_data)
      110    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/typing.py:219(_remove_dups_flatten)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/gettext.py:1(<module>)
       38    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/constructor.py:215(construct_mapping)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/_vendor/more_itertools/more.py:1(<module>)
      203    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/numeric.py:2407(array_equal)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/raw/GL/VERSION/GL_4_0.py:1(<module>)
     1460    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:342(__init__)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/polynomial/polynomial.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/sparse/_lil.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/GL/VERSION/GL_1_5.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/joblib/_memmapping_reducer.py:1(<module>)
     4047    0.001    0.000    0.001    0.000 {method 'pixel_access' of 'ImagingCore' objects}
     1580    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/error.py:6(__init__)
       23    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/tqdm/std.py:342(fp_write)
       11    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/decorator.py:75(__init__)
        1    0.000    0.000    0.001    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/GL/VERSION/GL_1_2_images.py:1(<module>)
      706    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/wrapper.py:86(__init__)
      121    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/__init__.py:1753(_validate_resource_path)
        8    0.000    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/typing.py:1615(__new__)
      339    0.001    0.000    0.001    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/ctypes/__init__.py:390(__getitem__)
