 Writing video to: /home/p06lab/PHYS/AnimatedDrawings/video.gif
Render time: 8.05 seconds
         3171071 function calls (2964902 primitive calls) in 8.056 seconds

   Ordered by: cumulative time
   List reduced from 5619 to 1000 due to restriction <1000>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2204    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:145(_path_is_mode_type)
        7    0.006    0.001    0.006    0.001 {built-in method _ctypes.dlopen}
     9601    0.002    0.000    0.006    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/lib/function_base.py:871(copy)
     9672    0.004    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:123(<listcomp>)
      680    0.003    0.000    0.006    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/GL/VERSION/GL_2_0.py:422(glGetUniformLocation)
      170    0.000    0.000    0.006    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/vectors.py:117(average)
  172/150    0.000    0.000    0.006    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/typing.py:347(__getitem__)
      339    0.006    0.000    0.006    0.000 {method 'copy' of 'ImagingCore' objects}
      314    0.001    0.000    0.006    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/overrides.py:170(decorator)
     9838    0.004    0.000    0.006    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/shapely/topology.py:18(_validate)
        1    0.000    0.000    0.006    0.006 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/sklearn/metrics/__init__.py:1(<module>)
       19    0.000    0.000    0.006    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/stats/_distn_infrastructure.py:3245(_construct_docstrings)
        1    0.000    0.000    0.006    0.006 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/view/mesa_view.py:109(_initialize_mesa)
    28514    0.006    0.000    0.006    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
    15433    0.003    0.000    0.006    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/sre_parse.py:254(get)
        1    0.000    0.000    0.006    0.006 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/_vendor/packaging/utils.py:5(<module>)
      378    0.001    0.000    0.006    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/typing.py:659(__init__)
22874/22873    0.005    0.000    0.006    0.000 {method 'join' of 'str' objects}
       16    0.000    0.000    0.006    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/_docscrape.py:371(_parse)
    14552    0.006    0.000    0.006    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/fromnumeric.py:70(<dictcomp>)
     2234    0.003    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:127(_path_split)
        1    0.000    0.000    0.006    0.006 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/http/client.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/spatial/transform/__init__.py:1(<module>)
        1    0.001    0.001    0.005    0.005 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/arap.py:197(_xy_to_barycentric_coords)
      169    0.001    0.000    0.005    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/tqdm/std.py:1212(update)
        1    0.000    0.000    0.005    0.005 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/integrate/__init__.py:1(<module>)
      321    0.002    0.000    0.005    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/scanner.py:1270(scan_plain)
        1    0.000    0.000    0.005    0.005 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/interpolate/__init__.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/email/utils.py:5(<module>)
        1    0.000    0.000    0.005    0.005 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/ma/__init__.py:1(<module>)
     1312    0.001    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1493(_get_spec)
        1    0.000    0.000    0.005    0.005 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/signal/windows/__init__.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/spatial/_geometric_slerp.py:1(<module>)
      125    0.000    0.000    0.005    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/parser.py:446(parse_block_mapping_value)
      495    0.001    0.000    0.005    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/wrapper.py:203(setInputArraySize)
        1    0.000    0.000    0.005    0.005 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/stats/_morestats.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/lib/index_tricks.py:1(<module>)
       22    0.000    0.000    0.005    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/tqdm/std.py:1339(refresh)
        1    0.000    0.000    0.005    0.005 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/testing/_private/utils.py:1(<module>)
      543    0.000    0.000    0.005    0.000 <__array_function__ internals>:177(moveaxis)
        1    0.000    0.000    0.005    0.005 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/platform/baseplatform.py:94(install)
      4/2    0.000    0.000    0.005    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/platform/baseplatform.py:14(__get__)
        1    0.000    0.000    0.005    0.005 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/platform/osmesa.py:64(GetCurrentContext)
       23    0.000    0.000    0.005    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/tqdm/std.py:1478(display)
        1    0.000    0.000    0.005    0.005 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/platform/osmesa.py:59(OSMesa)
        1    0.000    0.000    0.005    0.005 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/platform/osmesa.py:19(GL)
        1    0.000    0.000    0.005    0.005 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/platform/ctypesloader.py:17(loadLibrary)
        1    0.000    0.000    0.005    0.005 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/platform/ctypesloader.py:39(_loadLibraryPosix)
    40188    0.005    0.000    0.005    0.000 {built-in method numpy.asanyarray}
        1    0.000    0.000    0.005    0.005 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/random/__init__.py:1(<module>)
5120/2560    0.003    0.000    0.005    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/constant.py:14(__new__)
        1    0.000    0.000    0.005    0.005 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/signal/windows/_windows.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/sparse/linalg/_isolve/__init__.py:1(<module>)
       32    0.000    0.000    0.005    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/doccer.py:225(decorate)
        1    0.000    0.000    0.005    0.005 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/numeric.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/spatial/distance.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/raw/GL/VERSION/GL_1_1.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/_vendor/packaging/specifiers.py:97(Specifier)
        1    0.000    0.000    0.005    0.005 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/fft/__init__.py:1(<module>)
     1026    0.003    0.000    0.005    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/sparse/_csc.py:236(isspmatrix_csc)
        1    0.000    0.000    0.005    0.005 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/PIL/ExifTags.py:12(<module>)
      419    0.001    0.000    0.005    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/parser.py:273(parse_node)
        6    0.001    0.000    0.005    0.001 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/view/shaders/shader.py:12(_compile_shader)
        1    0.000    0.000    0.005    0.005 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/joblib/memory.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/asyncio/base_events.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/ndimage/_filters.py:31(<module>)
     3856    0.004    0.000    0.004    0.000 {method 'repeat' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.004    0.004 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/GL/VERSION/GL_4_2.py:1(<module>)
      204    0.000    0.000    0.004    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/__init__.py:2877(__init__)
      102    0.000    0.000    0.004    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/__init__.py:3649(<genexpr>)
        1    0.000    0.000    0.004    0.004 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/random/_pickle.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/platform.py:927(machine)
        2    0.000    0.000    0.004    0.002 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/platform.py:752(uname)
        1    0.000    0.000    0.004    0.004 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/stats/_resampling.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/platform.py:609(_syscmd_uname)
        1    0.000    0.000    0.004    0.004 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/subprocess.py:368(check_output)
        1    0.000    0.000    0.004    0.004 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/subprocess.py:452(run)
      163    0.000    0.000    0.004    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/parser.py:427(parse_block_mapping_key)
     1853    0.001    0.000    0.004    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/enum.py:313(__call__)
      101    0.000    0.000    0.004    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/__init__.py:3108(activate)
        1    0.000    0.000    0.004    0.004 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/spatial/transform/_rotation_groups.py:1(<module>)
      169    0.002    0.000    0.004    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/animated_drawing.py:615(_rebuffer_vertex_data)
      543    0.001    0.000    0.004    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/numeric.py:1411(moveaxis)
     1060    0.002    0.000    0.004    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/functools.py:34(update_wrapper)
       69    0.000    0.000    0.004    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/dataclasses.py:375(_create_fn)
     3844    0.004    0.000    0.004    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/arap.py:102(<listcomp>)
     6116    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:389(parent)
      170    0.002    0.000    0.004    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/retargeter.py:320(get_retargeted_frame_data)
      528    0.002    0.000    0.004    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/sparse/_compressed.py:1168(prune)
        1    0.000    0.000    0.004    0.004 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/constants/__init__.py:1(<module>)
      855    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
        1    0.000    0.000    0.004    0.004 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/subprocess.py:736(__init__)
     9075    0.004    0.000    0.004    0.000 {method 'expandtabs' of 'str' objects}
     4047    0.002    0.000    0.004    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/PIL/Image.py:814(load)
        1    0.000    0.000    0.004    0.004 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/subprocess.py:1552(_execute_child)
     3953    0.002    0.000    0.004    0.000 {built-in method builtins.max}
     1183    0.001    0.000    0.004    0.000 <__array_function__ internals>:177(argmax)
        1    0.000    0.000    0.004    0.004 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/_typing/_dtype_like.py:1(<module>)
      168    0.000    0.000    0.004    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/PIL/Image.py:1190(crop)
      686    0.001    0.000    0.004    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/sparse/_sputils.py:211(isscalarlike)
    30291    0.004    0.000    0.004    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
     4013    0.003    0.000    0.004    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/linalg/linalg.py:112(_makearray)
      333    0.004    0.000    0.004    0.000 {built-in method posix.listdir}
    28088    0.004    0.000    0.004    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.004    0.004 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/optimize/_root.py:1(<module>)
      208    0.000    0.000    0.004    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/__init__.py:1544(safe_version)
        1    0.000    0.000    0.004    0.004 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/ssl.py:4(<module>)
        7    0.000    0.000    0.004    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/plugins.py:15(load)
        7    0.000    0.000    0.004    0.001 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/plugins.py:40(importByName)
        1    0.000    0.000    0.004    0.004 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/controller/video_render_controller.py:31(__init__)
      128    0.000    0.000    0.004    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/sre_compile.py:536(_compile_info)
        1    0.000    0.000    0.004    0.004 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/psutil/_pslinux.py:5(<module>)
        1    0.000    0.000    0.004    0.004 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/controller/video_render_controller.py:5(<module>)
    17525    0.004    0.000    0.004    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/sre_parse.py:233(__next)
     5064    0.003    0.000    0.004    0.000 {built-in method __new__ of type object at 0x55ffcd872580}
        1    0.000    0.000    0.004    0.004 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/raw/GL/VERSION/GL_1_0.py:1(<module>)
      339    0.001    0.000    0.004    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/PIL/Image.py:1916(putpalette)
      196    0.000    0.000    0.004    0.000 <__array_function__ internals>:177(stack)
     4186    0.002    0.000    0.004    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/shape_base.py:218(_vhstack_dispatcher)
     2306    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:78(acquire)
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/stats/_multivariate.py:4(<module>)
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/reader.py:18(<module>)
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/reader.py:45(Reader)
       17    0.000    0.000    0.003    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/dataclasses.py:996(dataclass)
     5145    0.002    0.000    0.003    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/scanner.py:145(need_more_tokens)
       72    0.000    0.000    0.003    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/typing.py:677(__getitem__)
      284    0.001    0.000    0.003    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/overrides.py:88(verify_matching_signatures)
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/optimize/_linprog.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/sparse/linalg/_isolve/iterative.py:1(<module>)
     1117    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1070(path_stats)
     1843    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1330(_path_importer_cache)
        1    0.002    0.002    0.003    0.003 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/arap.py:223(<listcomp>)
        1    0.000    0.000    0.003    0.003 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/animated_drawing.py:51(__init__)
       36    0.000    0.000    0.003    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/tqdm/__init__.py:1(<module>)
        1    0.003    0.003    0.003    0.003 {skimage.measure._find_contours_cy._get_contour_segments}
     2306    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:103(release)
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/_typing/_array_like.py:1(<module>)
     1312    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:689(spec_from_file_location)
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/sklearn/preprocessing/__init__.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/stats/_axis_nan_policy.py:7(<module>)
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/GL/images.py:1(<module>)
       13    0.000    0.000    0.003    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/enum.py:483(_convert_)
     1451    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:151(__exit__)
       83    0.000    0.000    0.003    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/quaternions.py:159(<lambda>)
     2144    0.003    0.000    0.003    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/getlimits.py:668(__init__)
       84    0.001    0.000    0.003    0.000 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/quaternions.py:205(__mul__)
      666    0.001    0.000    0.003    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/typing.py:120(_type_check)
     2877    0.002    0.000    0.003    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/typing.py:762(__setattr__)
       23    0.000    0.000    0.003    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/tqdm/std.py:1164(__str__)
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/linalg/_matfuncs.py:4(<module>)
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/joblib/_store_backends.py:1(<module>)
     1097    0.001    0.000    0.003    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/wrapper.py:258(setPyConverter)
       18    0.000    0.000    0.003    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/enum.py:430(_create_)
      869    0.002    0.000    0.003    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/inspect.py:2772(__init__)
    11910    0.003    0.000    0.003    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/_lib/_docscrape.py:1(<module>)
        1    0.002    0.002    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/skimage/measure/_find_contours.py:159(_assemble_contours)
     2139    0.001    0.000    0.003    0.000 <__array_function__ internals>:177(can_cast)
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/stats/_boost/__init__.py:1(<module>)
     3844    0.003    0.000    0.003    0.000 {method 'intersection' of 'set' objects}
      196    0.001    0.000    0.003    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/shape_base.py:383(stack)
     2591    0.002    0.000    0.003    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/posixpath.py:71(join)
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/matrixlib/__init__.py:1(<module>)
    23137    0.003    0.000    0.003    0.000 {built-in method builtins.min}
       23    0.001    0.000    0.003    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/tqdm/std.py:355(format_meter)
      148    0.000    0.000    0.003    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/textwrap.py:414(dedent)
     1312    0.002    0.000    0.003    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/platform/baseplatform.py:362(__init__)
     1117    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:553(_classify_pyc)
      250    0.000    0.000    0.003    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/parser.py:270(parse_block_node_or_indentless_sequence)
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/GL/VERSION/GL_1_2.py:1(<module>)
      171    0.000    0.000    0.003    0.000 <__array_function__ internals>:177(column_stack)
    11096    0.003    0.000    0.003    0.000 {built-in method numpy.asarray}
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/constants/_codata.py:7(<module>)
        1    0.002    0.002    0.003    0.003 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/bvh.py:166(<listcomp>)
      533    0.002    0.000    0.003    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/sparse/_sputils.py:295(check_shape)
     1183    0.001    0.000    0.003    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1153(argmax)
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/arrays/__init__.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/sklearn/utils/fixes.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/GL/VERSION/GL_1_0.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/scipy/interpolate/_interpolate.py:1(<module>)
      178    0.000    0.000    0.003    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/abc.py:84(__new__)
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/shape_base.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/polynomial/__init__.py:1(<module>)
     1553    0.002    0.000    0.003    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/inspect.py:2489(__init__)
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/sklearn/metrics/cluster/__init__.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/PIL/Image.py:300(preinit)
     34/1    0.000    0.000    0.003    0.003 /home/p06lab/PHYS/AnimatedDrawings/animated_drawings/model/bvh.py:202(_parse_skeleton)
     6681    0.003    0.000    0.003    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/matrixlib/defmatrix.py:1(<module>)
    34148    0.003    0.000    0.003    0.000 {built-in method _operator.index}
      340    0.002    0.000    0.003    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/OpenGL/GL/VERSION/GL_1_5.py:67(glBufferData)
    18123    0.003    0.000    0.003    0.000 {method 'get' of 'dict' objects}
        8    0.000    0.000    0.003    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/dataclasses.py:1168(make_dataclass)
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/resolver.py:2(<module>)
      691    0.001    0.000    0.003    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/core/numeric.py:1878(isscalar)
   130/72    0.000    0.000    0.003    0.000 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/typing.py:187(_subs_tvars)
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/yaml/constructor.py:3(<module>)
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/numpy/compat/__init__.py:1(<module>)
     7062    0.001    0.000    0.003    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.003    0.003 /home/p06lab/miniconda3/envs/animated_drawings/lib/python3.8/site-packages/pkg_resources/_vendor/packaging/version.py:4(<module>)
        1    0.003    0.003    0.003    0.003 {built-in method _posixsubprocess.fork_exec}
      124    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1549(_fill_cache)
